transect_id,species_name,species_code,total_length,abundance
2009_39,stegastes_fuscus,ste_fus,12,11
2009_40,chaetodon_striatus,cha_str,5,1
2009_40,azurina_multilineata,azu_mul,5,2
2009_40,diplodus_argenteus,dip_arg,5,5
2009_40,diplodus_argenteus,dip_arg,15,5
2009_40,haemulon_aurolineatum,hae_aur,15,3
2009_40,holocentrus_adscensionis,hol_ads,15,3
2009_40,epinephelus_marginatus,epi_mar,5,1
2009_40,epinephelus_marginatus,epi_mar,15,1
2009_40,odontoscion_dentex,odo_den,5,1
2009_40,odontoscion_dentex,odo_den,15,1
2009_40,parablennius_marmoreus,par_mar,5,1
2009_40,parablennius_pilicornis,par_pil,5,1
2009_40,rhomboplites_aurorubens,rho_aur,15,2
2009_40,sphoeroides_spengleri,sph_spe,5,1
2009_40,stegastes_fuscus,ste_fus,5,4
2009_41,azurina_multilineata,azu_mul,5,1
2009_41,malacoctenus_delalandii,mal_del,5,1
2009_41,parablennius_pilicornis,par_pil,5,1
2009_41,stegastes_fuscus,ste_fus,5,3
2009_41,serranus_flaviventris,ser_fla,5,1
2009_41,sparisoma_axillare,spa_axi,5,1
2009_41,stegastes_pictus,ste_pic,5,1
2009_41,synodus_synodus,syn_syn,15,1
2009_42,abudefduf_saxatilis,abu_sax,5,16
2009_42,abudefduf_saxatilis,abu_sax,15,10
2009_42,bodianus_rufus,bod_ruf,5,1
2009_42,bodianus_rufus,bod_ruf,15,1
2009_42,haemulon_aurolineatum,hae_aur,5,50
2009_42,haemulon_aurolineatum,hae_aur,15,109
2009_42,holocentrus_adscensionis,hol_ads,15,2
2009_42,labrisomus_nuchipinnis,lab_nuc,5,2
2009_42,malacoctenus_delalandii,mal_del,5,1
2009_42,epinephelus_marginatus,epi_mar,5,1
2009_42,epinephelus_marginatus,epi_mar,15,1
2009_42,parablennius_marmoreus,par_mar,5,2
2009_42,pomacanthus_paru,pom_par,25,2
2009_42,stegastes_fuscus,ste_fus,5,3
2009_42,sparisoma_frondosum,spa_fro,15,1
2009_42,stegastes_variabilis,ste_var,5,3
2009_43,abudefduf_saxatilis,abu_sax,15,4
2009_43,anisotremus_surinamensis,ani_sur,15,1
2009_43,anisotremus_virginicus,ani_vir,15,2
2009_43,anisotremus_virginicus,ani_vir,25,1
2009_43,diplodus_argenteus,dip_arg,5,1
2009_43,diplodus_argenteus,dip_arg,15,5
2009_43,diplodus_argenteus,dip_arg,25,1
2009_43,holocentrus_adscensionis,hol_ads,15,3
2009_43,labrisomus_nuchipinnis,lab_nuc,5,1
2009_43,malacoctenus_delalandii,mal_del,5,1
2009_43,mycteroperca_acutirostris,myc_acu,5,1
2009_43,epinephelus_marginatus,epi_mar,5,4
2009_43,epinephelus_marginatus,epi_mar,15,2
2009_43,odontoscion_dentex,odo_den,15,2
2009_43,odontoscion_dentex,odo_den,25,1
2009_43,pareques_acuminatus,par_acu,15,2
2009_43,parablennius_pilicornis,par_pil,5,6
2009_43,sphoeroides_spengleri,sph_spe,5,1
2009_43,stegastes_fuscus,ste_fus,5,6
2009_43,holacanthus_ciliaris,hol_cil,25,1
2009_43,myripristis_jacobus,myr_jac,15,1
2009_43,stegastes_variabilis,ste_var,5,1
2009_44,abudefduf_saxatilis,abu_sax,5,3
2009_44,abudefduf_saxatilis,abu_sax,15,4
2009_44,abudefduf_saxatilis,abu_sax,20,2
2009_44,anisotremus_virginicus,ani_vir,15,1
2009_44,azurina_multilineata,azu_mul,5,10
2009_44,diplodus_argenteus,dip_arg,5,3
2009_44,diplodus_argenteus,dip_arg,15,10
2009_44,haemulon_aurolineatum,hae_aur,5,10
2009_44,haemulon_aurolineatum,hae_aur,15,40
2009_44,malacoctenus_delalandii,mal_del,5,3
2009_44,epinephelus_marginatus,epi_mar,5,2
2009_44,epinephelus_marginatus,epi_mar,15,1
2009_44,epinephelus_marginatus,epi_mar,25,2
2009_44,odontoscion_dentex,odo_den,5,1
2009_44,ophioblennius_sp,oph_sp,15,1
2009_44,parablennius_pilicornis,par_pil,5,2
2009_44,parablennius_pilicornis,par_pil,7,1
2009_44,stegastes_fuscus,ste_fus,5,5
2009_44,acanthurus_chirurgus,aca_chi,15,1
2009_44,halichoeres_poeyi,hal_poe,25,1
2009_44,sparisoma_frondosum,spa_fro,15,2
2009_44,stegastes_variabilis,ste_var,5,2
2009_45,anisotremus_virginicus,ani_vir,25,1
2009_45,diplodus_argenteus,dip_arg,15,2
2009_45,haemulon_aurolineatum,hae_aur,15,62
2009_45,malacoctenus_delalandii,mal_del,5,1
2009_45,epinephelus_marginatus,epi_mar,5,1
2009_45,epinephelus_marginatus,epi_mar,25,2
2009_45,odontoscion_dentex,odo_den,15,1
2009_45,rhomboplites_aurorubens,rho_aur,15,4
2009_45,sphoeroides_spengleri,sph_spe,5,2
2009_45,stegastes_fuscus,ste_fus,5,2
2009_45,halichoeres_poeyi,hal_poe,5,1
2009_46,anisotremus_virginicus,ani_vir,15,1
2009_46,anisotremus_virginicus,ani_vir,25,1
2009_46,bodianus_rufus,bod_ruf,5,1
2009_46,diplodus_argenteus,dip_arg,5,5
2009_46,diplodus_argenteus,dip_arg,15,6
2009_46,haemulon_aurolineatum,hae_aur,5,10
2009_46,haemulon_aurolineatum,hae_aur,15,50
2009_46,holocentrus_adscensionis,hol_ads,15,1
2009_46,labrisomus_nuchipinnis,lab_nuc,5,1
2009_46,epinephelus_marginatus,epi_mar,25,1
2009_46,stegastes_fuscus,ste_fus,5,6
2009_47,abudefduf_saxatilis,abu_sax,5,150
2009_47,abudefduf_saxatilis,abu_sax,15,5
2009_47,anisotremus_virginicus,ani_vir,15,3
2009_47,anisotremus_virginicus,ani_vir,25,2
2009_47,anisotremus_virginicus,ani_vir,30,1
2009_47,azurina_multilineata,azu_mul,5,2
2009_47,holocentrus_adscensionis,hol_ads,25,1
2009_47,hypsoblennius_invemar,hyp_inv,5,1
2009_47,kyphosus_sp,kyp_sp,15,2
2009_47,labrisomus_nuchipinnis,lab_nuc,5,2
2009_47,epinephelus_marginatus,epi_mar,5,2
2009_47,epinephelus_marginatus,epi_mar,15,2
2009_47,epinephelus_marginatus,epi_mar,25,1
2009_47,odontoscion_dentex,odo_den,5,3
2009_47,odontoscion_dentex,odo_den,15,3
2009_47,parablennius_pilicornis,par_pil,5,2
2009_47,stegastes_fuscus,ste_fus,5,13
2009_47,acanthurus_chirurgus,aca_chi,15,2
2009_47,myripristis_jacobus,myr_jac,15,1
2009_47,scarus_zelindae,sca_zel,15,2
2009_47,stegastes_variabilis,ste_var,5,10
2009_48,bodianus_rufus,bod_ruf,5,1
2009_48,bodianus_rufus,bod_ruf,15,1
2009_48,chaetodon_striatus,cha_str,5,1
2009_48,diplodus_argenteus,dip_arg,5,1
2009_48,diplodus_argenteus,dip_arg,15,4
2009_48,haemulon_aurolineatum,hae_aur,15,7
2009_48,holocentrus_adscensionis,hol_ads,15,1
2009_48,epinephelus_marginatus,epi_mar,15,4
2009_48,epinephelus_marginatus,epi_mar,30,2
2009_48,parablennius_pilicornis,par_pil,5,2
2009_48,pomacanthus_paru,pom_par,15,1
2009_48,pomacanthus_paru,pom_par,25,2
2009_48,stegastes_fuscus,ste_fus,5,3
2009_48,stegastes_variabilis,ste_var,5,5
2009_49,abudefduf_saxatilis,abu_sax,5,30
2009_49,abudefduf_saxatilis,abu_sax,15,3
2009_49,anisotremus_virginicus,ani_vir,15,1
2009_49,diplodus_argenteus,dip_arg,5,10
2009_49,diplodus_argenteus,dip_arg,15,4
2009_49,haemulon_aurolineatum,hae_aur,5,1
2009_49,haemulon_aurolineatum,hae_aur,15,5
2009_49,haemulon_aurolineatum,hae_aur,25,2
2009_49,holocentrus_adscensionis,hol_ads,25,1
2009_49,malacoctenus_delalandii,mal_del,5,1
2009_49,epinephelus_marginatus,epi_mar,5,1
2009_49,epinephelus_marginatus,epi_mar,15,1
2009_49,epinephelus_marginatus,epi_mar,25,1
2009_49,odontoscion_dentex,odo_den,15,1
2009_49,ophioblennius_sp,oph_sp,15,1
2009_49,parablennius_pilicornis,par_pil,5,2
2009_49,sphoeroides_spengleri,sph_spe,15,1
2009_49,stegastes_fuscus,ste_fus,5,1
2009_49,acanthurus_chirurgus,aca_chi,15,2
2009_49,holacanthus_tricolor,hol_tri,15,1
2009_49,scarus_zelindae,sca_zel,15,1
2009_49,stegastes_variabilis,ste_var,5,4
2009_50,chaetodon_striatus,cha_str,5,1
2009_50,diplodus_argenteus,dip_arg,15,20
2009_50,diplodus_argenteus,dip_arg,25,1
2009_50,haemulon_aurolineatum,hae_aur,15,20
2009_50,hypsoblennius_invemar,hyp_inv,5,1
2009_50,rhomboplites_aurorubens,rho_aur,15,15
2009_50,ogcocephalus_vespertilio,ogc_ves,15,1
2009_51,anisotremus_virginicus,ani_vir,15,2
2009_51,diplodus_argenteus,dip_arg,15,3
2009_51,mycteroperca_acutirostris,myc_acu,5,2
2009_51,parablennius_marmoreus,par_mar,5,2
2009_51,stegastes_fuscus,ste_fus,5,1
2009_51,chromis_jubauna,chr_jub,5,1
2009_51,pagrus_pagrus,pag_pag,15,1
2009_51,serranus_flaviventris,ser_fla,15,1
2009_52,anisotremus_virginicus,ani_vir,25,1
2009_52,caranx_crysos,car_cry,30,30
2009_52,diplodus_argenteus,dip_arg,5,10
2009_52,diplodus_argenteus,dip_arg,15,4
2009_52,diplodus_argenteus,dip_arg,25,1
2009_52,haemulon_aurolineatum,hae_aur,15,20
2009_52,holocentrus_adscensionis,hol_ads,25,2
2009_52,kyphosus_sp,kyp_sp,25,2
2009_52,parablennius_marmoreus,par_mar,5,1
2009_52,pseudocaranx_dentex,pse_den,15,3
2009_52,sphoeroides_spengleri,sph_spe,5,1
2009_52,chaetodipterus_faber,cha_fab,30,1
2009_52,stegastes_variabilis,ste_var,5,1
2009_53,abudefduf_saxatilis,abu_sax,5,30
2009_53,abudefduf_saxatilis,abu_sax,15,2
2009_53,anisotremus_surinamensis,ani_sur,15,1
2009_53,anisotremus_virginicus,ani_vir,15,4
2009_53,chaetodon_striatus,cha_str,15,2
2009_53,diplodus_argenteus,dip_arg,5,23
2009_53,diplodus_argenteus,dip_arg,15,30
2009_53,haemulon_aurolineatum,hae_aur,15,1
2009_53,holocentrus_adscensionis,hol_ads,15,1
2009_53,holocentrus_adscensionis,hol_ads,25,1
2009_53,kyphosus_sp,kyp_sp,25,1
2009_53,epinephelus_marginatus,epi_mar,5,1
2009_53,pareques_acuminatus,par_acu,15,1
2009_53,parablennius_pilicornis,par_pil,5,1
2009_53,pomacanthus_paru,pom_par,25,1
2009_53,pseudupeneus_maculatus,pse_mac,15,1
2009_53,halichoeres_poeyi,hal_poe,25,1
2009_53,sparisoma_frondosum,spa_fro,25,1
2009_53,stegastes_variabilis,ste_var,5,3
2009_54,anisotremus_virginicus,ani_vir,15,1
2009_54,diplodus_argenteus,dip_arg,15,15
2009_54,holocentrus_adscensionis,hol_ads,25,1
2009_54,holocentrus_adscensionis,hol_ads,30,1
2009_54,kyphosus_sp,kyp_sp,30,2
2009_54,malacoctenus_delalandii,mal_del,5,1
2009_54,epinephelus_marginatus,epi_mar,25,2
2009_54,chaetodipterus_faber,cha_fab,30,1
2009_54,stegastes_variabilis,ste_var,5,1
2009_55,abudefduf_saxatilis,abu_sax,5,3
2009_55,anisotremus_virginicus,ani_vir,25,1
2009_55,diplodus_argenteus,dip_arg,5,15
2009_55,diplodus_argenteus,dip_arg,15,5
2009_55,haemulon_aurolineatum,hae_aur,15,12
2009_55,holocentrus_adscensionis,hol_ads,25,3
2009_55,holocentrus_adscensionis,hol_ads,30,1
2009_55,malacoctenus_delalandii,mal_del,5,1
2009_55,mycteroperca_acutirostris,myc_acu,25,1
2009_55,epinephelus_marginatus,epi_mar,15,2
2009_55,epinephelus_marginatus,epi_mar,25,2
2009_55,pareques_acuminatus,par_acu,5,2
2009_55,parablennius_pilicornis,par_pil,5,2
2009_55,pseudupeneus_maculatus,pse_mac,25,1
2009_55,stegastes_variabilis,ste_var,5,6
2009_56,abudefduf_saxatilis,abu_sax,5,4
2009_56,abudefduf_saxatilis,abu_sax,15,25
2009_56,abudefduf_saxatilis,abu_sax,20,4
2009_56,canthigaster_figueiredoi,can_fig,5,1
2009_56,diplodus_argenteus,dip_arg,5,5
2009_56,diplodus_argenteus,dip_arg,15,20
2009_56,diplodus_argenteus,dip_arg,25,1
2009_56,haemulon_aurolineatum,hae_aur,15,54
2009_56,holocentrus_adscensionis,hol_ads,25,1
2009_56,holocentrus_adscensionis,hol_ads,30,1
2009_56,epinephelus_marginatus,epi_mar,15,1
2009_56,parablennius_marmoreus,par_mar,5,1
2009_56,stegastes_fuscus,ste_fus,12,2
2009_56,acanthurus_chirurgus,aca_chi,25,1
2009_56,halichoeres_brasiliensis,hal_bra,15,1
2009_56,halichoeres_poeyi,hal_poe,5,1
2009_56,holacanthus_tricolor,hol_tri,15,1
2009_56,sparisoma_frondosum,spa_fro,25,2
2009_56,stegastes_variabilis,ste_var,5,2
2009_57,haemulon_aurolineatum,hae_aur,15,65
2009_57,haemulon_atlanticus,hae_atl,25,1
2009_57,pomacanthus_paru,pom_par,45,2
2009_57,rhomboplites_aurorubens,rho_aur,15,3
2009_57,sphoeroides_spengleri,sph_spe,5,1
2009_57,halichoeres_poeyi,hal_poe,15,1
2009_57,malacanthus_plumieri,mal_plu,25,1
2009_58,abudefduf_saxatilis,abu_sax,15,1
2009_58,anisotremus_virginicus,ani_vir,15,2
2009_58,anisotremus_virginicus,ani_vir,25,2
2009_58,diplodus_argenteus,dip_arg,15,25
2009_58,diplodus_argenteus,dip_arg,25,1
2009_58,haemulon_aurolineatum,hae_aur,15,100
2009_58,mycteroperca_acutirostris,myc_acu,5,1
2009_58,rhomboplites_aurorubens,rho_aur,15,22
2009_58,sphoeroides_spengleri,sph_spe,5,1
2009_58,cryptotomus_roseus,cry_ros,5,2
2009_58,sparisoma_radians,spa_rad,5,1
2009_58,synodus_synodus,syn_syn,25,1
2009_59,anisotremus_virginicus,ani_vir,15,1
2009_59,anisotremus_virginicus,ani_vir,25,1
2009_59,bodianus_rufus,bod_ruf,5,1
2009_59,chaetodon_striatus,cha_str,15,1
2009_59,diplodus_argenteus,dip_arg,15,2
2009_59,haemulon_aurolineatum,hae_aur,15,25
2009_59,haemulon_aurolineatum,hae_aur,25,1
2009_59,holocentrus_adscensionis,hol_ads,25,1
2009_59,epinephelus_marginatus,epi_mar,5,2
2009_59,epinephelus_marginatus,epi_mar,15,1
2009_59,odontoscion_dentex,odo_den,15,1
2009_59,pareques_acuminatus,par_acu,15,2
2009_59,parablennius_marmoreus,par_mar,5,1
2009_59,pseudupeneus_maculatus,pse_mac,5,1
2009_59,stegastes_fuscus,ste_fus,5,2
2009_59,stegastes_fuscus,ste_fus,12,6
2009_59,halichoeres_poeyi,hal_poe,5,1
2009_60,abudefduf_saxatilis,abu_sax,15,2
2009_60,anisotremus_virginicus,ani_vir,15,2
2009_60,diplodus_argenteus,dip_arg,15,1
2009_60,diplodus_argenteus,dip_arg,25,2
2009_60,diplodus_argenteus,dip_arg,30,1
2009_60,haemulon_aurolineatum,hae_aur,15,33
2009_60,holocentrus_adscensionis,hol_ads,25,3
2009_60,epinephelus_marginatus,epi_mar,5,1
2009_60,epinephelus_marginatus,epi_mar,25,1
2009_60,pareques_acuminatus,par_acu,5,1
2009_60,parablennius_marmoreus,par_mar,5,2
2009_60,parablennius_pilicornis,par_pil,5,1
2009_60,sphoeroides_spengleri,sph_spe,5,1
2009_60,stegastes_fuscus,ste_fus,5,9
2009_60,stegastes_fuscus,ste_fus,12,2
2009_60,halichoeres_poeyi,hal_poe,5,1
2009_60,halichoeres_poeyi,hal_poe,15,2
2009_60,sparisoma_radians,spa_rad,5,1
2009_60,stegastes_variabilis,ste_var,5,2
2009_61,abudefduf_saxatilis,abu_sax,5,1
2009_61,abudefduf_saxatilis,abu_sax,15,11
2009_61,anisotremus_surinamensis,ani_sur,15,1
2009_61,bodianus_rufus,bod_ruf,5,5
2009_61,bodianus_rufus,bod_ruf,15,2
2009_61,azurina_multilineata,azu_mul,15,3
2009_61,diplodus_argenteus,dip_arg,25,1
2009_61,haemulon_aurolineatum,hae_aur,15,20
2009_61,malacoctenus_delalandii,mal_del,5,1
2009_61,mycteroperca_acutirostris,myc_acu,5,1
2009_61,odontoscion_dentex,odo_den,15,18
2009_61,odontoscion_dentex,odo_den,25,2
2009_61,parablennius_marmoreus,par_mar,5,1
2009_61,rhomboplites_aurorubens,rho_aur,15,1
2009_61,stegastes_fuscus,ste_fus,5,2
2009_61,stegastes_fuscus,ste_fus,12,6
2009_61,pagrus_pagrus,pag_pag,15,1
2009_62,chaetodon_striatus,cha_str,15,1
2009_62,diplodus_argenteus,dip_arg,15,4
2009_62,diplodus_argenteus,dip_arg,25,2
2009_62,haemulon_aurolineatum,hae_aur,15,45
2009_62,hypleurochilus_fissicornis,hyp_fis,5,1
2009_62,malacoctenus_delalandii,mal_del,5,1
2009_62,odontoscion_dentex,odo_den,15,2
2009_62,parablennius_marmoreus,par_mar,5,2
2009_62,rhomboplites_aurorubens,rho_aur,15,1
2009_62,stegastes_fuscus,ste_fus,5,2
2009_62,stegastes_fuscus,ste_fus,12,3
2009_62,halichoeres_poeyi,hal_poe,15,2
2009_62,pagrus_pagrus,pag_pag,15,1
2009_63,canthigaster_figueiredoi,can_fig,5,2
2009_63,diplodus_argenteus,dip_arg,15,3
2009_63,haemulon_aurolineatum,hae_aur,15,30
2009_63,parablennius_marmoreus,par_mar,5,1
2009_63,pseudupeneus_maculatus,pse_mac,5,1
2009_63,rhomboplites_aurorubens,rho_aur,15,1
2009_63,stegastes_fuscus,ste_fus,5,8
2009_63,stegastes_fuscus,ste_fus,12,3
2009_63,cryptotomus_roseus,cry_ros,5,10
2009_63,halichoeres_poeyi,hal_poe,5,1
2009_63,ogcocephalus_vespertilio,ogc_ves,5,1
2009_63,pagrus_pagrus,pag_pag,25,2
2009_63,sparisoma_radians,spa_rad,5,3
2009_63,stegastes_variabilis,ste_var,5,2
2009_64,abudefduf_saxatilis,abu_sax,5,5
2009_64,bodianus_rufus,bod_ruf,5,1
2009_64,chaetodon_striatus,cha_str,5,1
2009_64,diplodus_argenteus,dip_arg,15,2
2009_64,diplodus_argenteus,dip_arg,25,6
2009_64,haemulon_aurolineatum,hae_aur,15,45
2009_64,holocentrus_adscensionis,hol_ads,15,1
2009_64,holocentrus_adscensionis,hol_ads,25,1
2009_64,malacoctenus_delalandii,mal_del,5,3
2009_64,epinephelus_marginatus,epi_mar,15,1
2009_64,epinephelus_marginatus,epi_mar,25,1
2009_64,odontoscion_dentex,odo_den,15,2
2009_64,parablennius_pilicornis,par_pil,7,1
2009_64,sphoeroides_spengleri,sph_spe,5,3
2009_64,sphoeroides_spengleri,sph_spe,15,2
2009_64,stegastes_fuscus,ste_fus,5,4
2009_64,stegastes_fuscus,ste_fus,12,2
2009_64,sparisoma_radians,spa_rad,5,3
2009_64,stegastes_variabilis,ste_var,5,1
2009_64,synodus_synodus,syn_syn,15,1
2009_65,abudefduf_saxatilis,abu_sax,15,1
2009_65,bodianus_rufus,bod_ruf,5,1
2009_65,azurina_multilineata,azu_mul,5,1
2009_65,diplodus_argenteus,dip_arg,25,4
2009_65,diplodus_argenteus,dip_arg,30,1
2009_65,haemulon_aurolineatum,hae_aur,15,28
2009_65,haemulon_aurolineatum,hae_aur,25,8
2009_65,holocentrus_adscensionis,hol_ads,25,1
2009_65,malacoctenus_delalandii,mal_del,5,5
2009_65,malacoctenus_delalandii,mal_del,7,1
2009_65,odontoscion_dentex,odo_den,15,3
2009_65,parablennius_marmoreus,par_mar,5,1
2009_65,pseudupeneus_maculatus,pse_mac,15,3
2009_65,pseudupeneus_maculatus,pse_mac,25,1
2009_65,stegastes_fuscus,ste_fus,5,11
2009_65,stegastes_fuscus,ste_fus,12,1
2009_65,halichoeres_poeyi,hal_poe,5,3
2009_65,sparisoma_radians,spa_rad,5,3
2009_65,stegastes_variabilis,ste_var,5,1
2009_66,abudefduf_saxatilis,abu_sax,5,1
2009_66,abudefduf_saxatilis,abu_sax,15,5
2009_66,bodianus_rufus,bod_ruf,5,4
2009_66,azurina_multilineata,azu_mul,5,11
2009_66,azurina_multilineata,azu_mul,15,25
2009_66,diplodus_argenteus,dip_arg,25,2
2009_66,haemulon_aurolineatum,hae_aur,15,40
2009_66,holocentrus_adscensionis,hol_ads,30,1
2009_66,malacoctenus_delalandii,mal_del,5,7
2009_66,malacoctenus_delalandii,mal_del,7,1
2009_66,epinephelus_marginatus,epi_mar,25,1
2009_66,odontoscion_dentex,odo_den,15,15
2009_66,odontoscion_dentex,odo_den,25,1
2009_66,odontoscion_dentex,odo_den,30,1
2009_66,parablennius_marmoreus,par_mar,5,6
2009_66,sphoeroides_spengleri,sph_spe,15,1
2009_66,stegastes_fuscus,ste_fus,5,10
2009_66,sparisoma_radians,spa_rad,5,2
2009_66,stegastes_variabilis,ste_var,5,1
2009_67,anisotremus_virginicus,ani_vir,25,1
2009_67,bodianus_rufus,bod_ruf,5,1
2009_67,chaetodon_striatus,cha_str,15,1
2009_67,diplodus_argenteus,dip_arg,25,6
2009_67,haemulon_aurolineatum,hae_aur,15,57
2009_67,malacoctenus_delalandii,mal_del,5,2
2009_67,epinephelus_marginatus,epi_mar,15,1
2009_67,epinephelus_marginatus,epi_mar,25,4
2009_67,pareques_acuminatus,par_acu,5,2
2009_67,pareques_acuminatus,par_acu,15,1
2009_67,stegastes_fuscus,ste_fus,5,16
2009_67,stegastes_fuscus,ste_fus,12,2
2009_67,chromis_jubauna,chr_jub,5,2
2009_67,halichoeres_poeyi,hal_poe,5,2
2009_67,lutjanus_analis,lut_ana,30,1
2009_67,stegastes_variabilis,ste_var,5,1
2009_68,abudefduf_saxatilis,abu_sax,5,12
2009_68,anisotremus_surinamensis,ani_sur,15,1
2009_68,chaetodon_striatus,cha_str,5,4
2009_68,coryphopterus_glaucofraenum,cor_gla,5,3
2009_68,diplodus_argenteus,dip_arg,5,10
2009_68,holocentrus_adscensionis,hol_ads,5,2
2009_68,holocentrus_adscensionis,hol_ads,15,1
2009_68,malacoctenus_delalandii,mal_del,5,2
2009_68,epinephelus_marginatus,epi_mar,5,2
2009_68,epinephelus_marginatus,epi_mar,15,1
2009_68,epinephelus_marginatus,epi_mar,25,1
2009_68,odontoscion_dentex,odo_den,5,1
2009_68,stegastes_fuscus,ste_fus,5,5
2009_68,halichoeres_poeyi,hal_poe,5,2
2009_68,stegastes_variabilis,ste_var,5,3
2009_69,abudefduf_saxatilis,abu_sax,5,5
2009_69,anisotremus_virginicus,ani_vir,5,1
2009_69,anisotremus_virginicus,ani_vir,15,2
2009_69,anisotremus_virginicus,ani_vir,25,8
2009_69,chaetodon_striatus,cha_str,5,2
2009_69,azurina_multilineata,azu_mul,5,1
2009_69,diplodus_argenteus,dip_arg,5,5
2009_69,diplodus_argenteus,dip_arg,15,1
2009_69,haemulon_aurolineatum,hae_aur,5,6
2009_69,haemulon_aurolineatum,hae_aur,15,8
2009_69,mycteroperca_acutirostris,myc_acu,25,1
2009_69,odontoscion_dentex,odo_den,15,4
2009_69,stegastes_fuscus,ste_fus,5,12
2009_69,stegastes_fuscus,ste_fus,12,2
2009_69,sparisoma_tuiupiranga,spa_tui,5,1
2009_70,abudefduf_saxatilis,abu_sax,5,18
2009_70,abudefduf_saxatilis,abu_sax,15,8
2009_70,anisotremus_virginicus,ani_vir,15,4
2009_70,anisotremus_virginicus,ani_vir,25,2
2009_70,bodianus_rufus,bod_ruf,5,2
2009_70,bodianus_rufus,bod_ruf,15,1
2009_70,bodianus_rufus,bod_ruf,25,1
2009_70,azurina_multilineata,azu_mul,5,6
2009_70,coryphopterus_glaucofraenum,cor_gla,5,1
2009_70,diplodus_argenteus,dip_arg,5,6
2009_70,diplodus_argenteus,dip_arg,15,5
2009_70,haemulon_aurolineatum,hae_aur,5,100
2009_70,holocentrus_adscensionis,hol_ads,15,1
2009_70,malacoctenus_delalandii,mal_del,5,2
2009_70,odontoscion_dentex,odo_den,5,4
2009_70,stegastes_fuscus,ste_fus,5,10
2009_71,abudefduf_saxatilis,abu_sax,5,24
2009_71,anisotremus_virginicus,ani_vir,15,4
2009_71,azurina_multilineata,azu_mul,5,2
2009_71,coryphopterus_glaucofraenum,cor_gla,5,2
2009_71,diplodus_argenteus,dip_arg,5,8
2009_71,haemulon_aurolineatum,hae_aur,5,1
2009_71,haemulon_aurolineatum,hae_aur,15,7
2009_71,malacoctenus_delalandii,mal_del,5,1
2009_71,mycteroperca_acutirostris,myc_acu,15,2
2009_71,pomacanthus_paru,pom_par,25,4
2009_71,sphoeroides_testudineus,sph_tes,5,2
2009_71,stegastes_fuscus,ste_fus,5,3
2009_71,stegastes_fuscus,ste_fus,12,4
2009_71,sparisoma_axillare,spa_axi,5,1
2009_71,sparisoma_frondosum,spa_fro,5,2
2009_72,abudefduf_saxatilis,abu_sax,5,15
2009_72,abudefduf_saxatilis,abu_sax,15,4
2009_72,abudefduf_saxatilis,abu_sax,20,2
2009_72,bodianus_rufus,bod_ruf,5,2
2009_72,coryphopterus_glaucofraenum,cor_gla,5,5
2009_72,haemulon_aurolineatum,hae_aur,5,25
2009_72,haemulon_aurolineatum,hae_aur,15,8
2009_72,haemulon_atlanticus,hae_atl,5,6
2009_72,holocentrus_adscensionis,hol_ads,5,1
2009_72,holocentrus_adscensionis,hol_ads,15,1
2009_72,malacoctenus_delalandii,mal_del,5,4
2009_72,epinephelus_marginatus,epi_mar,5,1
2009_72,epinephelus_marginatus,epi_mar,15,1
2009_72,odontoscion_dentex,odo_den,5,3
2009_72,stegastes_fuscus,ste_fus,5,11
2009_73,abudefduf_saxatilis,abu_sax,5,59
2009_73,abudefduf_saxatilis,abu_sax,15,12
2009_73,anisotremus_virginicus,ani_vir,15,8
2009_73,coryphopterus_glaucofraenum,cor_gla,5,1
2009_73,diplodus_argenteus,dip_arg,5,5
2009_73,diplodus_argenteus,dip_arg,15,12
2009_73,holocentrus_adscensionis,hol_ads,15,1
2009_73,malacoctenus_delalandii,mal_del,5,2
2009_73,epinephelus_marginatus,epi_mar,5,2
2009_73,epinephelus_marginatus,epi_mar,15,3
2009_73,odontoscion_dentex,odo_den,5,5
2009_73,stegastes_fuscus,ste_fus,5,23
2009_74,anisotremus_surinamensis,ani_sur,15,1
2009_74,anisotremus_surinamensis,ani_sur,25,1
2009_74,anisotremus_virginicus,ani_vir,15,5
2009_74,bodianus_rufus,bod_ruf,5,3
2009_74,coryphopterus_glaucofraenum,cor_gla,5,3
2009_74,diplodus_argenteus,dip_arg,5,13
2009_74,holocentrus_adscensionis,hol_ads,5,1
2009_74,malacoctenus_delalandii,mal_del,5,1
2009_74,mycteroperca_acutirostris,myc_acu,15,2
2009_74,mycteroperca_acutirostris,myc_acu,25,1
2009_74,epinephelus_marginatus,epi_mar,25,2
2009_74,epinephelus_marginatus,epi_mar,30,2
2009_74,odontoscion_dentex,odo_den,5,3
2009_74,odontoscion_dentex,odo_den,15,5
2009_74,stegastes_fuscus,ste_fus,5,19
2009_75,anisotremus_virginicus,ani_vir,15,3
2009_75,chaetodon_striatus,cha_str,5,3
2009_75,coryphopterus_glaucofraenum,cor_gla,5,1
2009_75,diplodus_argenteus,dip_arg,5,4
2009_75,haemulon_aurolineatum,hae_aur,5,6
2009_75,malacoctenus_delalandii,mal_del,5,2
2009_75,mycteroperca_acutirostris,myc_acu,15,2
2009_75,mycteroperca_acutirostris,myc_acu,25,2
2009_75,odontoscion_dentex,odo_den,5,3
2009_75,sphoeroides_testudineus,sph_tes,5,2
2009_75,stegastes_fuscus,ste_fus,5,7
2009_76,anisotremus_virginicus,ani_vir,30,2
